id,numday,numvisit,firstdt,lastdt,homepage,crime,localnews,colbball,sports,colfball,business,usnews,politics,entertain,state,weather,hssports,opinion,realestate,life
268,1,1,2019-06-04,2019-06-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1,1,2019-06-18,2019-06-18,4,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0
270,1,1,2019-08-19,2019-08-19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
271,65,65,2019-03-18,2019-08-01,0,0,0,145,177,0,0,0,0,0,0,0,0,0,0,0
272,105,187,2018-11-07,2019-03-20,121,1,2,391,222,0,0,0,0,2,0,3,0,1,0,0
273,1,1,2019-05-16,2019-05-16,17,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0
274,1,1,2019-04-19,2019-04-19,4,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0
275,1,1,2019-03-11,2019-03-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276,18,24,2019-04-29,2019-06-24,56,2,4,63,333,0,0,0,0,5,1,0,0,0,0,52
277,1,1,2019-03-05,2019-03-05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,2,3,2019-04-23,2019-04-25,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
279,1,1,2019-06-22,2019-06-22,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1,2,2019-04-28,2019-04-28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
281,1,1,2019-04-02,2019-04-02,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1,1,2019-07-27,2019-07-27,10,0,0,6,9,0,0,0,0,0,0,0,0,7,0,0
283,3,3,2019-02-09,2019-03-21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
284,1,1,2019-08-26,2019-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1,2,2019-02-06,2019-02-06,0,1,5,0,12,0,0,0,1,0,0,0,0,0,0,0
286,1,1,2019-03-21,2019-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,3,6,2019-06-26,2019-07-11,28,3,15,0,8,0,0,0,0,0,0,0,0,4,0,0
288,18,28,2018-11-26,2019-01-02,36,50,53,0,2,0,0,4,5,1,2,5,0,63,0,12
289,70,254,2019-05-23,2019-08-30,1365,27,658,26,254,1,71,18,12,13,12,9,0,22,2,105
290,1,1,2019-06-01,2019-06-01,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
291,1,1,2019-02-19,2019-02-19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,1,2,2019-06-18,2019-06-18,21,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0
293,1,1,2019-06-30,2019-06-30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,15,24,2019-05-26,2019-06-09,326,36,262,0,5,0,9,4,3,8,11,1,0,2,5,200
295,5,17,2019-03-09,2019-03-13,22,0,1,3,11,0,0,0,0,1,1,0,0,0,0,0
296,1,2,2019-04-29,2019-04-29,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
297,1,1,2019-07-24,2019-07-24,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
298,15,22,2019-02-01,2019-02-26,0,0,0,58,54,0,0,0,0,0,0,0,0,0,0,0
299,95,160,2019-04-03,2019-08-31,924,32,106,2,271,0,8,5,7,3,8,4,0,29,0,25
300,1,1,2019-05-27,2019-05-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,240,1010,2018-12-19,2019-09-02,5435,639,1936,20,155,0,34,45,56,31,54,43,0,88,52,372
302,10,11,2019-04-16,2019-06-22,2,0,84,6,9,0,5,0,0,0,0,0,0,8,0,0
303,1,1,2019-06-20,2019-06-20,10,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0
304,3,4,2019-06-12,2019-07-02,3,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0
305,4,17,2019-05-13,2019-05-16,91,8,37,0,0,0,0,1,0,0,0,2,0,0,0,0
306,57,313,2019-05-23,2019-08-30,2025,41,434,5,45,0,33,5,7,0,3,2,0,11,4,301
307,29,103,2019-07-23,2019-08-30,814,9,230,132,716,0,8,12,4,2,4,2,0,5,2,84
308,51,71,2018-12-19,2019-04-09,133,8,19,10,80,3,7,4,0,0,1,1,0,0,0,1
309,2,2,2019-07-14,2019-07-15,13,0,2,1,4,0,0,0,0,0,0,0,0,0,0,2
310,66,142,2019-06-13,2019-09-02,614,92,171,3,10,0,20,4,1,4,3,0,0,0,0,10
311,26,32,2019-02-03,2019-08-27,353,11,68,23,45,0,1,2,3,2,7,1,0,2,48,53
312,6,13,2019-02-09,2019-02-14,21,1,5,19,46,1,0,1,1,0,6,0,0,2,0,0
313,1,1,2019-02-26,2019-02-26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1,2,2019-02-25,2019-02-25,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
315,2,3,2019-02-05,2019-02-06,3,0,39,1,3,0,0,1,0,0,0,0,0,0,0,0
316,1,1,2019-08-01,2019-08-01,13,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
317,1,1,2019-06-13,2019-06-13,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
318,69,268,2019-01-18,2019-03-27,475,104,261,38,26,0,13,15,24,5,13,58,0,1,0,158
319,1,1,2019-07-08,2019-07-08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2,2,2019-06-29,2019-06-30,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
321,1,1,2019-04-21,2019-04-21,0,1,24,0,25,0,1,0,0,0,0,0,0,0,0,0
322,1,1,2019-08-04,2019-08-04,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,31,45,2018-11-24,2019-01-21,0,0,0,4,185,0,0,0,0,0,0,0,0,0,0,19
324,100,257,2019-04-30,2019-08-29,1643,51,544,55,516,0,50,27,12,28,13,12,0,6,7,406
325,63,133,2019-02-23,2019-04-30,871,16,41,61,136,0,2,3,3,0,3,2,0,0,3,5
326,21,48,2019-03-20,2019-04-26,229,0,33,7,18,0,4,0,1,0,0,0,0,3,0,11
327,5,5,2019-02-21,2019-05-22,6,0,9,3,0,0,1,0,0,0,0,0,0,0,0,0
328,1,1,2019-05-28,2019-05-28,12,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0
329,1,1,2018-11-18,2018-11-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330,1,2,2019-08-03,2019-08-03,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,12
331,1,1,2019-08-21,2019-08-21,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
332,7,8,2019-02-28,2019-05-29,38,0,4,0,0,0,0,0,0,3,0,3,0,0,0,1
333,1,1,2019-07-11,2019-07-11,11,2,5,0,11,0,0,1,0,0,0,0,0,0,0,0
334,1,1,2019-07-11,2019-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
335,24,40,2019-04-29,2019-05-28,343,32,110,1,49,0,0,5,0,9,2,24,0,70,0,12
336,1,1,2019-03-02,2019-03-02,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
337,1,1,2019-02-04,2019-02-04,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338,19,20,2019-02-27,2019-07-21,0,12,41,0,11,0,0,0,0,0,0,0,0,0,0,36
339,10,22,2018-12-31,2019-01-11,106,0,8,13,2,0,0,0,0,0,0,1,0,0,0,9
340,102,176,2019-04-21,2019-08-31,1108,61,110,71,1058,0,6,4,4,3,5,14,0,0,1,14
341,22,28,2019-05-23,2019-08-30,107,9,33,3,2,0,4,2,0,6,0,1,0,9,0,25
342,250,325,2018-11-04,2019-08-31,2491,77,205,228,957,0,3,6,3,4,12,0,0,1,0,15
343,1,1,2019-04-10,2019-04-10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1,1,2019-03-21,2019-03-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345,1,1,2019-08-31,2019-08-31,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
346,1,1,2019-07-20,2019-07-20,15,3,18,0,3,0,0,0,0,0,0,0,0,0,0,5
347,4,5,2019-08-01,2019-08-09,144,1,14,0,0,0,4,0,1,1,0,0,0,2,0,1
348,55,115,2019-02-26,2019-05-21,301,8,24,18,16,0,7,2,7,2,3,1,0,54,0,8
349,1,1,2019-08-18,2019-08-18,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
350,1,1,2019-04-24,2019-04-24,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
351,1,1,2019-06-06,2019-06-06,6,1,5,0,2,0,0,1,0,0,0,0,0,0,0,2
352,15,16,2019-03-05,2019-08-14,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,24
353,4,5,2019-04-25,2019-04-29,51,7,11,0,7,0,0,0,1,1,0,0,0,0,0,1
354,1,1,2019-07-18,2019-07-18,5,0,10,0,4,0,0,0,0,0,0,6,0,0,0,0
355,1,1,2019-03-13,2019-03-13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
356,1,1,2019-05-10,2019-05-10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,1,1,2019-08-17,2019-08-17,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
358,3,8,2019-06-04,2019-06-07,57,1,6,6,30,0,0,0,0,0,0,1,0,0,0,4
359,23,37,2019-06-04,2019-09-02,29,22,146,0,11,0,8,0,0,0,0,1,0,0,4,2
360,6,7,2018-12-09,2018-12-19,12,34,6,0,0,0,0,1,1,0,4,0,0,1,0,0
361,298,1082,2018-10-30,2019-09-02,2975,159,841,5,70,0,45,26,36,45,12,109,0,30,1,154
362,7,10,2019-03-13,2019-03-21,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0
363,1,1,2019-08-19,2019-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
364,1,1,2019-04-18,2019-04-18,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
365,1,1,2019-08-23,2019-08-23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
366,6,9,2019-06-27,2019-07-17,6,10,22,0,2,0,0,1,0,0,0,0,0,0,0,0
367,50,63,2018-12-24,2019-08-26,664,68,351,19,156,0,2,2,12,0,2,7,0,0,0,6
368,1,1,2019-05-30,2019-05-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,5,8,2019-08-06,2019-08-10,2,1,31,0,2,0,0,0,0,1,0,0,0,14,0,63
370,1,1,2019-08-31,2019-08-31,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
371,38,98,2019-02-15,2019-04-15,773,18,133,107,277,0,7,31,17,17,30,13,0,3,1,47
372,3,3,2019-06-22,2019-06-24,11,1,17,0,0,0,0,0,0,2,0,0,0,0,0,15
373,2,3,2019-05-27,2019-05-28,30,3,83,0,0,0,0,19,1,0,0,0,0,0,0,0
374,1,1,2019-02-13,2019-02-13,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
375,8,19,2019-06-03,2019-06-10,201,8,21,0,3,0,0,0,0,0,0,0,0,0,1,16
376,56,71,2018-12-02,2019-04-12,43,7,304,17,63,0,1,1,4,1,3,0,0,0,0,49
377,61,223,2019-04-24,2019-08-05,1904,61,614,4,65,0,48,16,36,17,30,11,0,52,0,120
378,1,1,2019-03-13,2019-03-13,2,2,3,0,0,0,1,0,0,2,3,0,0,0,0,0
379,2,2,2019-02-27,2019-03-05,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1,1,2018-11-14,2018-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1,2,2019-08-18,2019-08-18,21,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0
382,9,12,2019-05-18,2019-05-28,92,0,26,0,0,0,2,2,2,0,0,0,0,0,0,0
383,1,1,2019-07-15,2019-07-15,2,3,32,0,0,0,0,0,4,0,0,0,0,33,0,0
384,13,16,2019-07-21,2019-08-23,35,4,3,1,15,0,1,0,0,0,0,0,0,0,0,3
385,4,9,2019-03-28,2019-03-31,22,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0
386,1,2,2019-03-31,2019-03-31,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1,1,2019-04-27,2019-04-27,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
388,1,1,2019-07-21,2019-07-21,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
389,8,19,2019-04-19,2019-04-26,119,7,16,0,20,0,0,4,3,3,2,0,0,2,0,12
390,43,149,2019-06-27,2019-08-15,656,12,282,3,85,0,26,3,7,2,1,8,0,66,0,72
391,11,14,2019-03-16,2019-03-31,31,1,5,9,8,0,10,0,5,0,3,0,0,0,0,2
392,1,2,2019-05-04,2019-05-04,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
393,2,2,2019-07-30,2019-07-31,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0
394,1,1,2019-08-27,2019-08-27,19,1,12,0,3,0,0,0,7,0,0,0,0,0,0,0
395,1,1,2019-07-31,2019-07-31,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
396,3,4,2019-02-21,2019-02-23,3,7,4,9,15,0,0,0,0,0,0,0,0,0,0,0
397,1,1,2019-04-02,2019-04-02,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
398,1,1,2018-11-24,2018-11-24,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
399,1,1,2019-02-01,2019-02-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
400,6,9,2019-04-24,2019-05-28,11,2,6,1,2,0,0,2,2,0,1,0,0,0,0,2
401,2,3,2019-05-01,2019-06-04,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
402,1,1,2019-02-20,2019-02-20,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
403,1,1,2019-01-07,2019-01-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2,2,2019-03-19,2019-05-21,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1,1,2019-07-30,2019-07-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
406,9,10,2019-02-10,2019-03-15,55,1,2,1,1,0,0,1,0,0,1,0,0,0,2,0
407,23,43,2019-06-13,2019-08-02,1,53,141,0,1,0,1,0,0,2,0,1,0,0,0,3
408,6,7,2019-02-17,2019-08-07,20,0,3,0,0,0,0,1,1,1,0,0,0,0,0,6
409,1,1,2019-03-10,2019-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1,1,2019-02-24,2019-02-24,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,24,51,2019-08-01,2019-08-25,341,2,103,11,176,0,1,1,0,0,2,0,0,0,0,0
412,1,1,2019-04-05,2019-04-05,3,2,6,6,64,0,0,0,0,0,0,0,0,0,0,0
413,1,1,2019-07-19,2019-07-19,15,2,8,1,1,0,0,0,1,0,0,0,0,0,0,0
414,90,121,2018-11-28,2019-05-05,1154,79,465,33,311,0,12,10,9,7,14,0,0,0,50,69
415,1,1,2019-04-13,2019-04-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
416,1,2,2019-08-13,2019-08-13,17,0,9,3,9,0,0,0,0,0,0,0,0,0,0,0
417,1,1,2019-04-25,2019-04-25,16,0,32,0,0,0,3,0,0,0,1,0,0,0,0,0
418,1,1,2019-07-18,2019-07-18,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0
419,2,4,2019-04-03,2019-04-04,86,0,24,0,0,0,3,3,2,0,4,0,0,1,0,0
420,1,1,2019-02-01,2019-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,126,558,2019-04-25,2019-09-02,4408,568,2622,197,915,0,228,95,132,72,118,38,0,239,37,413
422,129,294,2019-03-02,2019-08-31,1595,2,168,65,208,0,4,4,0,4,0,4,0,4,0,24
423,1,1,2019-07-17,2019-07-17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
424,10,14,2019-04-09,2019-06-24,9,3,40,0,3,0,1,0,0,2,0,0,0,0,0,6
425,1,1,2019-03-27,2019-03-27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426,60,107,2018-12-31,2019-08-23,351,42,162,61,191,1,9,1,7,13,6,2,0,7,0,80
427,1,1,2019-02-11,2019-02-11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
428,3,4,2018-11-06,2018-11-16,11,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0
429,1,4,2019-01-31,2019-01-31,12,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0
430,5,18,2019-03-01,2019-03-05,11,0,4,8,9,0,0,0,19,0,0,0,0,4,0,1
431,1,2,2019-07-05,2019-07-05,110,8,77,0,8,0,0,6,0,0,0,0,0,0,4,16
432,1,1,2019-08-23,2019-08-23,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
433,1,1,2019-08-21,2019-08-21,6,1,31,0,4,0,0,0,0,0,0,0,0,0,0,0
434,1,1,2019-02-11,2019-02-11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
435,13,24,2019-05-28,2019-06-21,69,13,75,0,11,0,2,11,2,1,0,0,0,0,0,49
436,106,270,2019-01-15,2019-08-05,2982,35,180,12,122,0,35,15,18,13,18,5,0,41,0,37
437,13,14,2019-02-12,2019-04-10,0,2,27,1,0,0,6,0,2,0,0,0,0,0,0,15
438,29,49,2019-02-03,2019-03-16,326,30,13,31,79,0,2,5,5,68,9,3,0,0,17,40
439,1,1,2019-02-28,2019-02-28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
440,1,1,2019-03-21,2019-03-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
441,1,1,2019-08-19,2019-08-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,1,1,2019-08-06,2019-08-06,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
443,1,1,2019-06-22,2019-06-22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
444,31,45,2019-01-25,2019-04-30,122,6,70,6,12,1,2,2,21,9,1,2,0,0,0,9
445,126,372,2019-01-07,2019-05-22,2920,718,1288,150,287,1,189,142,138,191,181,77,0,78,161,392
446,1,1,2019-08-21,2019-08-21,20,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0
447,89,134,2019-01-25,2019-08-05,0,310,390,32,21,0,79,13,6,18,45,48,0,0,0,30
448,57,84,2019-04-26,2019-08-10,666,13,131,47,223,0,62,2,1,15,0,3,0,0,0,166
449,1,1,2019-06-05,2019-06-05,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
450,6,6,2019-07-10,2019-08-25,0,0,33,0,17,0,0,0,0,0,0,0,0,0,0,20
451,12,14,2019-02-23,2019-07-14,0,3,2,13,11,0,1,0,0,0,0,2,0,0,0,0
452,1,1,2018-11-05,2018-11-05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453,2,7,2019-08-12,2019-08-13,37,1,4,4,18,0,1,0,3,2,0,0,0,0,0,1
454,1,1,2018-11-27,2018-11-27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,9,21,2019-02-18,2019-03-12,17,10,7,6,0,0,1,0,4,0,5,0,0,0,1,0
456,1,1,2019-06-26,2019-06-26,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
457,1,1,2019-03-19,2019-03-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,7,10,2019-02-25,2019-03-04,16,4,1,13,7,0,0,0,0,0,0,1,0,0,0,2
459,2,2,2019-07-01,2019-07-02,9,0,9,0,12,0,0,0,6,0,0,0,0,0,0,0
460,11,26,2019-02-21,2019-05-13,168,14,24,6,2,0,0,0,3,0,0,2,0,0,0,3
461,1,1,2019-05-10,2019-05-10,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
462,1,1,2019-05-21,2019-05-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
463,4,4,2018-12-23,2018-12-27,1,0,3,0,0,0,0,0,0,0,0,0,0,24,0,0
464,1,1,2019-07-02,2019-07-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
465,206,448,2018-12-18,2019-09-02,2007,91,510,489,1801,0,20,17,11,22,16,15,0,324,130,398
466,5,5,2019-03-24,2019-08-22,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,7
467,1,1,2019-05-18,2019-05-18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
468,80,116,2019-04-08,2019-08-30,497,19,116,6,33,0,12,2,3,10,0,0,0,4,2,57
469,2,3,2019-08-15,2019-08-16,13,2,23,1,4,0,4,0,0,0,0,0,0,0,0,8
470,4,4,2019-06-24,2019-06-29,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,10
471,3,4,2019-02-06,2019-04-02,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0
472,78,216,2019-04-20,2019-08-21,1175,51,427,0,60,0,7,28,21,9,9,4,0,21,0,109
473,1,4,2019-04-13,2019-04-13,44,0,1,0,51,0,0,0,1,0,0,0,0,0,0,0
474,6,6,2018-11-06,2019-03-16,32,0,24,0,0,0,0,0,1,0,0,1,0,0,0,4
475,18,21,2019-03-14,2019-08-29,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1
476,2,2,2019-03-03,2019-03-04,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
477,20,29,2019-05-30,2019-08-19,69,14,44,3,4,0,1,0,0,0,0,0,0,0,0,14
478,1,1,2019-05-05,2019-05-05,23,0,10,0,10,0,0,0,0,0,0,1,0,0,0,0
479,126,788,2019-04-23,2019-09-02,3556,465,925,10,394,0,31,43,2,17,34,67,0,1,9,648
480,1,1,2019-04-13,2019-04-13,6,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
481,4,5,2019-08-14,2019-08-22,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
482,1,1,2019-06-20,2019-06-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2,3,2019-08-30,2019-08-31,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2
484,1,1,2018-11-17,2018-11-17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2
485,2,3,2019-03-04,2019-03-07,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
486,2,2,2018-11-29,2019-03-09,28,0,2,6,10,0,0,0,0,0,0,0,0,0,0,0
487,1,3,2019-06-09,2019-06-09,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
488,1,1,2019-07-17,2019-07-17,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
489,54,99,2019-03-25,2019-08-28,447,55,354,3,44,0,32,4,2,6,8,21,0,0,10,138
490,1,1,2019-02-17,2019-02-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
491,1,1,2019-05-22,2019-05-22,25,0,2,0,0,0,1,0,1,2,0,0,0,5,0,5
492,1,1,2019-08-01,2019-08-01,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
493,8,10,2019-04-22,2019-05-17,145,2,12,0,31,0,0,0,0,0,1,0,0,3,2,9
494,1,1,2019-02-09,2019-02-09,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
495,1,2,2019-04-16,2019-04-16,17,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0
496,28,141,2018-11-06,2018-12-19,410,96,688,3,4,0,1,12,85,18,24,2,0,24,0,60
497,149,430,2019-03-11,2019-09-02,3687,105,435,212,1453,0,13,46,19,12,16,10,0,3,0,120
498,1,1,2019-06-20,2019-06-20,4,0,6,1,2,0,0,0,1,0,0,0,0,0,0,0
499,1,3,2019-07-10,2019-07-10,34,13,16,0,6,0,0,0,2,0,0,0,0,0,0,0
500,2,5,2019-07-07,2019-07-08,86,6,32,0,0,0,1,0,0,0,0,0,0,0,0,0
501,1,1,2019-07-26,2019-07-26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,1,1,2019-07-18,2019-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,3,7,2019-03-28,2019-04-01,47,39,75,0,2,0,4,0,0,0,2,0,0,0,0,38
504,20,23,2018-12-13,2019-03-07,219,4,12,3,7,0,0,0,4,1,2,8,0,0,0,8
505,1,1,2019-04-27,2019-04-27,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
506,1,1,2019-07-19,2019-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1,1,2019-08-30,2019-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
508,2,4,2019-07-30,2019-07-31,19,5,28,0,0,0,4,0,0,1,0,0,0,0,0,4
509,1,1,2019-05-22,2019-05-22,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2
510,1,1,2019-02-04,2019-02-04,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,1,1,2019-08-28,2019-08-28,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2,3,2018-11-27,2018-11-28,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0
513,58,151,2019-03-08,2019-05-04,1690,36,157,11,20,0,11,19,13,7,38,30,0,6,0,38
514,1,1,2019-04-14,2019-04-14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,1,1,2019-03-14,2019-03-14,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
516,25,82,2019-08-07,2019-08-31,609,33,206,48,262,0,15,2,2,12,4,1,0,0,0,147
517,9,28,2019-04-16,2019-04-26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,16,17,2019-04-03,2019-08-26,0,0,17,2,24,0,4,0,7,0,0,0,0,0,0,45
519,1,1,2019-08-27,2019-08-27,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
520,2,2,2019-08-08,2019-08-09,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
521,1,5,2019-03-11,2019-03-11,2,0,0,0,3,0,1,6,9,0,0,0,0,0,0,0
522,54,72,2019-07-01,2019-08-24,128,75,763,173,1021,0,8,24,6,6,19,8,0,23,3,155
523,1,1,2019-06-25,2019-06-25,3,0,35,0,0,0,0,7,0,0,0,0,0,0,0,0
524,2,7,2019-04-19,2019-04-20,30,0,54,0,49,0,0,0,5,0,0,0,0,5,0,0
525,1,1,2019-04-24,2019-04-24,27,0,21,0,12,0,10,0,1,0,1,0,0,0,0,0
526,1,1,2019-07-23,2019-07-23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,1,1,2019-03-19,2019-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
528,12,16,2019-02-26,2019-03-29,15,11,10,0,0,0,0,0,1,1,3,0,0,0,1,0
529,1,1,2019-02-22,2019-02-22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,1,1,2019-06-18,2019-06-18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,58,127,2019-03-29,2019-06-04,685,1,27,82,279,0,6,0,0,11,0,2,0,5,2,105
532,1,1,2019-08-31,2019-08-31,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
533,5,8,2019-08-27,2019-08-31,0,0,1,12,49,0,0,0,0,0,0,0,0,0,0,0
534,1,2,2019-05-27,2019-05-27,9,1,3,0,15,0,0,0,0,0,0,0,0,0,0,0
